category;position;description
Devops;DevOps Software Engineer;"b""Are you passionate about software development and deployment? Do you enjoy bringing a DevOps vision to reality? We're looking for someone like that to help us: \xe2\x80\x93integrate CI, VCS, build and deploy components into a highly productive delivery toolchain \xe2\x80\x93seek opportunities to automate and streamline processes such as requirement integration, code review, execution of test suites, and code analysis \xe2\x80\x93collaborate with development and infrastructure teams within your own department and across the global Technology organization \xe2\x80\x93build and maintain tools for deployment, monitoring and operations \xe2\x80\x93troubleshoot and resolve issues in our dev, test and production environments"""
Full stack;Software Engineer (Local RD);b'We are Unit4, a leading provider of enterprise applications empowering people in service organizations. We are on a mission, because we no longer accept the digital downgrade that people experience when they swap their personal devices for their work ones. We create business software that works the way people want, not the other way around.  Our Local R&D team in Wroclaw, poland is looking for a Software Engineer who will be responsible for delivering high quality code and contribute to the design and architectural decisions of the Unit4 software, mainly our ERP solution Teta. Do you want to be part of a scrum team and contribute to the quality of the user stories, focusing on the need for clean and maintainable software? Are you ready to work with colleagues across Europe and be exposed to different cultures? Join our team and apply now!  What you will do You define the software structure as required and ensures it complies with the architectural vision and the simplicity of design rules, You are in charge of writing unit tests and code for implementing the user stories, while following the test driven development methodology, You work from the scrum mindset and methodology: planning and grooming sessions during sprints, reviewing user stories and test cases, You are responsible for analyzing the root causes of defects in order to provide the most comprehensive fixes for every issue. You work with modern, cutting edge technologies like the most popular JavaScript framework Angular2 and TypeScript. Your approach  As a Software Engineer you are passionate about high quality software solutions and motivated to help customers with the best fitted business solution. You contribute with your creativity and new ideas to the Teta software\xc2\xb4s development and come up with new possibilities and improvements of the software. Due to your scrum mindset, you always help the team to determine the risks associated with an implementation.  We ask Previous programming experience in a corporate environment, Knowledge of object-oriented programming languages (C#, C++), .Net Framework, HTML5, CSS, SQL, ASP.NET (at least two of them) Knowledge of Angular2 will be an asset, as well as TypeScript, The ability to analyze problems and implement solutions for debugging, and willing to share your ideas to improve design\xc2\xb4s decisions, Knowledge of agile development methodologies, including Scrum and Test Driven Development, Experience in HR business solutions would be a plus, Good at interacting in English with your colleagues, both verbally and in writing. Polish native/bilingual speaker,   We offer A chance to participate in one of the best ERP solutions in Poland, Challenges and possibilities in an international environment, while enjoying the benefits of being based in Wroclaw, High level of flexibility and independence, Professional growth, (internal and external trainings), Possibility to work with matured, well known products as well as with fresh, modern and rapidly growing web applications, Chillout room, gaming room (Xbox, darts, etc) Social environment categorized by enthusiasm and integrity,'
Other;User Interface Developer;b'The individual in this role will be accountable for the successful and timely delivery of projects in the Client Platform / Online Services domain. It is a development role that entails working within a scrum team located in Wroclaw, Poland, or New Jersey, US. This individual will work with other partner teams in multiple geographic locations around the world.  This role will include, but not be limited to, the following:  \xe2\x80\xa2Analyse functional requirements, design and implement solution based on SDLC. \xe2\x80\xa2Partake in technical design of application components in distributed web platform \xe2\x80\xa2Code, test, and deploy application components with local and offshore developers within a Scrum team. \xe2\x80\xa2Responsible for delivering high quality code that meets our KPI \xe2\x80\xa2Work with test engineers to ensure minimum defects are introduced into QA \xe2\x80\xa2Ability to look beyond the status quo and identify areas of constant change/improvement'
Project Manager;Senior Software Team Lead;"b""Are you passionate about building robust and scalable core Java server systems? Are you motivated to deliver real business value? We're looking for someone like that to: \xe2\x80\x93 Be a team lead and take responsibility for delivering a working software according to the business requirements, following the SDLC principles, on time and on budget. \xe2\x80\x93 analyze business requirements and design robust solutions using appropriate design patterns and appropriate technologies to create stable and scalable software solutions. \xe2\x80\x93 work as part of a scrum development team \xe2\x80\x93 collaborate with other global IT teams located in other countries and operating in different time zones \xe2\x80\x93 assisting production operations team in rollout and support-related matters"""
Business Analyst;Lead Business Analyst;"b""Working within the Chief Risk Officer (CRO) Change team within the CRO Change department of Credit Suisse, to deliver enhancements to CA&CDT (Credit Desktop and Approval Systems), the bank's global consolidated credit risk monitoring systems. Business analyst (BA) function, involving working closely with business stakeholders and the CRO IT department, including writing/reviewing Business Requirements documentation, reviewing Functional Specifications, writing test plans, coordinating with end users the User Acceptance Testing, training end users on new system functionality, and managing production issues through to resolution. Join an expanding team of BA/PMs located in London and Poland. Varied and dynamic role for an enthusiastic and flexible candidate. Key clients are the Credit Control and Credit Analytics teams globally (counterparty credit reporting, emerging markets, and credit control functions in London, Wroclaw, Singapore and New York), to support them in delivering reporting to Credit Risk Management, regulators and senior management. What will the candidate get out of the role? Exposure to a wide variety of products and programs across the Investment Bank. Opportunity to develop understanding of risk methodologies and systems. Project experience including analysis, testing and implementation. Systems experience potentially including ALM Quality Center, JIRA, Excel, Business Objects, Rapid SQL, and in-house credit risk systems. Open to discussing flexible/agile working. Solid academics, ideally in a numerate degree. Business analyst experience in banking/financial services, preferably Credit Risk. Keen to develop business knowledge in banking and risk, to add value on the business side. Very solid organizational skills. Team player with excellent communication skills (both oral and written). Ability to work to tight deadlines and to prioritize accordingly. Solid analytical skills to investigate issues with attention to details and accuracy. Ability to take ownership of issues and manage through to a successful resolution. If you apply for this role this means you agree with the following statement:  \xe2\x80\x9cThrough my application for a role with Credit Suisse (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes.  Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data.  Credit Suisse and affiliates registration details.-  Credit Suisse (Poland) sp. z.o.o Registered office - Rondo ONZ street, 00-124 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim \xe2\x80\x9c"""
Other;Vulnerability Management Product Manager;"b""Are you excited by Cyber Security and consider yourself as a visionary? Are you willing to drive forward the systems that help protect UBS's precious data from increasing Cyber Security Threats? Are you highly motivated and like to work in an ever changing environment? We\xe2\x80\x99re looking for someone like that who will: define and drive the vision for all Vulnerability Management products in UBS, in collaboration with the Vulnerability Management Service Managers, Security Architects and Chief Technical Officers. provide product consulting and advisory services. act as a liaison to internal parties (e.g. Platform Teams, IT Risk, Security Operations Center, Chief Technology Office, Service Delivery) maintain sourcing & management of internal parties and external vendors for applicable vulnerability management products and services (Vulnerability Scanning Solution, In-house Reporting application). manage products in a way that continually enhances our Cyber Security capabilities plan the product life cycle in alignment with the Vulnerability Management (VM) service strategy including the decommissioning and technology refresh of supported products. have deep knowledge of supported vulnerability management product lines as well as competing/alternative solutions in order to maintain awareness of best-of-breed industry tools and technologies. maintain awareness of the current cyber threat landscape in order to make recommendations on how to more efficiently detect and mitigate vulnerability exploits. collaborate with the Service Manager and provide product information updates for consolidation at a service level. work closely with key stakeholders, including Security Operations, Service Delivery, Infrastructure, and IT Risk teams to capture and process requirements (prioritization, approval, escalation, etc.) in alignment with the relevant Business Analyst. propose continuous methods to improve the service and underlying technologies. negotiate and manages product related Operational Level Agreements (OLA's) with internal providers (e.g. production support). maintain up-to-date asset inventory information and ensures quality of vulnerability management assets (i.e. accurate and up-to-date product documentation such as Product Features, Requirements Specification, Architecture, Test Repository, User Manuals, Operational Manuals, etc.). ensure that vulnerability management products adhere to UBS enterprise requirements and dependencies for all systems deployed into production. ensure that all risk assessments, project milestones and artefacts in the SDLC process have been completed. develop, maintain, and test System Recovery Plans (SRPs) for vulnerability management tools. coordinate all development related activities regarding 3rd level support, business continuity management (BCM) & Crisis Management"""
Support;System Engineer (UNIX/Windows);b'Key role objectives: Customize software packages provided by the vendors. Develop software packages for automated deployment and migration. Develop configuration code for system components. Design test scripts and perform unit tests of customized software packages. Participate in integration and UAT tests. Provide 3rd level support to fix issues on production environments. Collaborate internally with team colleagues and other teams (based in Switzerland and other locations). Collaborate externally with product vendors. Higher degree in IT or relevant working experience. Working hands-on experience in: Windows/UNIX scripting System engineering in complex environment Scripting in Python, or VBScript, shell, bash, etc. Good understanding of configuration compliance monitoring solutions (e.g. Tripwire) or log management solution (e.g. Splunk). Good understanding of IT infrastructure as well as IT security domains. Good communication skills in English (written and spoken). If you apply for this role this means you agree with the following statement: Through my application for a role with Credit Suisse (Poland) sp. Z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes. Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data. Credit Suisse and affiliates registration details.- Credit Suisse (Poland) sp. Z.o.o Registered office - Rondo ONZ street, 00-124 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim'
Testing;Tester of Data Warehouse and Reporting Solutions;"b""Key role objectives: The QA works as a liaison between the Business Users and IT staff. We are responsible for understanding our Client\xe2\x80\x99s Business Intelligence (BI) needs through consultation with Subject Matter Experts (SMEs), other Business Analysts and performing quality assurance validations that will help drive Business Intelligence and Analytics development efforts. Internally, the BA will work closely with the Business Intelligence Team on work you're doing and ensure those fit within strategic and operational BI goals. Design test cases based on oral interviews, written requirements, documented software structure, and business or operational scenarios Perform manual testing using a variety of applications including data warehouse and business intelligence projects as well as testing of user-facing applications Prepare and configure tests automation Should be able to develop test plan, Test scenarios, Develop/Write test cases, and execute test cases, defect analysis and reporting using bug tracking tools Open to discussing flexible/agile working. Excellent verbal and written social skills in English Self-motivated and a great teammate with good analytical skills You are able to meet tight deadlines and work under stress Deep understanding of financial aspects in banking area will be an asset Good SQL skills with experience querying large data sets Familiarity with BI standard methodologies and terminology (ETL, OLAP, Star Schema, etc) Understanding of DWH concepts, schemas, Slowly Changing Dimensions, Facts and Dimensions and implementation of the same Experience with data sourcing, data transformation, data load, data integration and conversion processes, business intelligence tools You are familiar with tests automation concepts Bachelor's or Master's Degree in Computer Science, Information Systems, related discipline or equivalent work experience 3 or more years of combined IT work experience in systems/applications development, database management systems and/or data warehouse development and management 3 years\xe2\x80\x99 experience in Quality Assurance role For more information visit Technology Careers. Our benefits Private medical care Life insurance Pension plan Charity days Training and development Internal Mobility Other optional Language training course Mentoring Family \xe2\x80\x93 nursery and kindergarten funding, gift vouchers for Christmas Parking allowance Health promotion: Multisport card, sporting events and groups within Credit Suisse (skiing trips, football team, running team, tennis training course etc.) Employee discounts on various products and services (event tickets, consumer products, etc.) Relocation package Employee Referral Program Flexible work schedule and working from home (home office)  If you apply for this role this means you agree with the following statement:  \xe2\x80\x9cThrough my application for a role with Credit Suisse (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes.  Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data.  Credit Suisse and affiliates registration details.-  Credit Suisse (Poland) sp. z.o.o Registered office - 1 Icchoka Lejba Pereca street, 00 - 849 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim \xe2\x80\x9c"""
Backend;Senior/Tech lead Java Developer;b'Position  Senior/Tech lead Java Developer  Project Description Develop approach architecture/tech design/framework for rewriting platform (applications aggregator) using modern tech stack. Develop reusable components, services and build plan for step-by-step replacing existing platform without impact for applications in production  Responsibilities Development of production-ready systems Defects fixing Support QA/PROD releases  Skills Required Strong knowledge of Java 5+ year experience of development production ready systems Knowledge of Spring framework Knowledge of Hibernate/Mybatis framework Understanding of SDLC process'
Backend;Senior\Principal Java Developer;b'Position  Senior\\Principal Java Developer  Project Description Our team provides opportunities to build up a career developing applications, which are critical for the client, using up-to-date software technologies and tools within mature process organization and people driven environment. Develop batch job with complex business validation logic analyzing scope of transactions execution during previous day.  Responsibilities Development of production-ready systems Defects fixing Support QA/PROD releases  Skills Required Strong knowledge of Java core 5+ year experience of development production ready systems Knowledge of Spring framework Knowledge of Hibernate/Mybatis framework Understanding of SDLC process'
Business Analyst;Senior Business Analyst;"b""Position  Senior Business Analyst  Project Description The role is providing IT Business Analysis functions for the Investment Bank's Global Credit Risk systems within the R&F IT department, consisting of a number of high-profile global applications, with a user base running to several thousands.  Working as a Credit Risk IT (BA) within in the Wroclaw office on key Global Credit Risk projects. This role will involve working as a Requirements Engineer on the Intraday Credit Risk system employed by the Private Bank called TLS.  Responsibilities Specific Tasks/Responsibilities : Gather and review business requirements Analyzing impact of change to the existing processes and system flows & documentation Coordinate with CRO IT partners on the readiness for SIT / UAT / Regression Track and facilitate issues resolutions during SIT / UAT / Regression Support Business Users and Developers during the whole software lifecycle Deliverables - Requirements Plan Functional System Spec/Technical Spec Logical Data Model Use cases Interface Specs Traceability Matrix. The projects impacting the TLS system will include changes to the system driven by regulatory changes that impact feeds, calculations and reporting.  Skills Required Essentials Skills and Qualifications: At least 5 years professional experience in relevant business analysis and functional specification design. Experience in system implementation / projects and testing experience Strong knowledge ( fluency) of SQL Experience Analyzing, writing of test cases Team Worker with excellent organizational, problem solving, and written/verbal communication skills Desired Skills and Qualifications: Experience in banking or finance industry preferably focusing on risk management or front to back trade flows.(An understanding of Credit Risk concepts and terminology is desirable). Understanding business processes, financial products, risk"""
Backend;Software Architect;"b""Position  Software Architect  Project Description Our Client specializes in Co-working space for startups. The business is rapidly expanding and needs an IT infrastructure to accommodate both existing IT processes and projected growth. Luxoft has performed an initial solution discovery workshop and is preparing to build the architecture, customer experience, and system integrations needed to support the company's global expansion and push for frictionless user experience driven by latest technologies and Internet of Things enablement. The architecture will provide our client with a Smart Space enabled platform that will look to grow organically and adapt to changing business needs as we work to define the long term target.  Responsibilities Collaborate with client and team to determine functional and non-functional requirements for new software or applications Use tools and methodologies to create representations for functions and user interface of desired product Develop high-level product specifications with attention to system integration and feasibility Define all aspects of development from appropriate technology and workflow to coding standards Communicate successfully all concepts and guidelines to development team Oversee progress of development team to ensure consistency with initial design Provide technical guidance and coaching to developers and engineers Ensure software meets all requirements of quality, security, modifiability, extensibility etc.  Skills Required Must to have: Intermediate/advanced knowledge of AWS, Certifications & demonstrated competency strongly desired, Experience in software development and coding in various languages and platforms (Java, NodeJS) A technical mindset with great attention to detail Experience working with external or internal customers to implement large-scale solutions Willingness to travel up tp 25% of the time Flexibility around working hours (communication with stakeholders from various timezones required) Nice to have: Understanding of emerging cloud, mobile, and IoT technologies and communications protocols Strong technical documentation and diagramming skills Presentation and communication skills with a high degree of comfort with technical and business audiences, Demonstrated ability to adapt to new technologies and learn quickly, Self-starter with passion for getting hands dirty, working with code and always learning"""
Backend;Software Developer (Java, .Net/C#, C;"b""Credit Suisse is a leading global wealth manager with solid investment banking and asset management capabilities. Founded in 1856, Credit Suisse has expanded to be a global force employing over 45,000 people in 50 countries. With new leadership, a new strategy and a streamlined global organization, we are set for growth. We partner across businesses, divisions and regions to create innovative solutions to meet the needs of our clients\xe2\x80\x94and to help our employees grow. It is a high priority for us to continually invest in our employees by providing ongoing opportunities for training, networking and mobility. Join us and let's shape the future of Credit Suisse together. Banking today is a technology business, where digital ingenuity creates competitive advantage. At Credit Suisse, we are committed to delivering world-class technology innovation that enables our clients to reach their goals. CS\xe2\x80\x99s technology team is a critical commercial differentiator, creating products and services that enable the flow of financial information across the globe. We handle big challenges and create new products, using the latest technology to develop value for our business. We strive to provide applications that are robust, reliable and secure while continuously adapting to meet the evolving needs of clients both internally and externally. Our future depends on identifying and hiring the best people technologists in the financial world and bringing them together to serve our clients\xe2\x80\x99 needs. We offer an exemplary culture and a great working environment that nurtures collaboration and partnership, rewards excellence and encourages entrepreneurialism. Because our success depends on a culturally diverse workfare, we employ people from more than 100 countries who enjoy the rewards of exchanging information and innovation across a global peer network. We also recognize the importance of personal as well as professional development, and empower our employees to practice a healthy work-life balance. Software Developers are primarily responsible for: Development of GUI or Server Side Applications Evaluating requirements as well as inventing and implementing designs Implementing change requests and new features Documenting technical solutions Acting as the primary contact for technical expertise Running changes and integration test across multiple tiers Ensuring that all work meets the highest standards Supporting existing systems We seek the following skills for the Software Developer role: Solid experience in object oriented programming (Java, .Net/C#, C ) Demonstration of developing client and/or server-side code to implement business logic Practical knowledge of design patterns and frameworks An understanding of project-development planning and management practices e.g. Agile/Scrum development Knowledge of SQL and database platforms A deep understanding of project-planning practices Business standard English-language skills Additionally, we seek the following in all potential candidates: Excellent communication skills The ability to collaborate, listen and exchange ideas The desire to be a team player We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. If you apply for this role this means you agree with the following statement: \xe2\x80\x9cThrough my application for a role with Credit Suisse (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes. Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data. Credit Suisse and affiliates registration details.- Credit Suisse (Poland) sp. z.o.o Registered office - Rondo ONZ street, 00-124 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim\xe2\x80\x9d"""
Support;Technical Support Consultant;b'We are Unit4, a leading provider of enterprise applications empowering people in service organizations. We enable people to use business applications at work or at school with the latest technologies and trends. That is why we create business software that fits the way people work and not the other way around. Help us be the best and join us.  Our Customer Support team in Wroclaw, Poland is looking for a Technical Support Consultant who handles support requests and provides customers with a solution, workaround or action plan in their usage of our business software. If you are looking for a job in which you do the same repetitive tasks everyday - that\xe2\x80\x99s not us. If you enjoy following simple manuals over and over again - that\xe2\x80\x99s not us either. But if IT is your real passion, and you enjoy learning more every day and like to solve complex problems - we are the perfect match for you. Join our team and apply now!  What you will do You examine support requests and provide customers with a solution, work around or action plan, You monitor the progress of each problem through to conclusion, liaising with colleagues and R&D, You identify opportunities for service improvement, You are responsible for your own personal development plan. Your approach  As a Technical Support Consultant, you like to use your problem solving skills in order to come up with the best business solution for your customer. In order to do this, you listen carefully to the needs and wants, which you translate into a fitted action plan. These action plans can differ per customer. This triggers your resourceful and curious nature because you want to explore and offer the best solutions.  Your profile Knowledge or/and experience in any of the below areas: Strong technical knowledge of SQL Server and/or Oracle database platforms Technical ability and experience working with SQL Technical knowledge of current Windows operating systems Technical knowledge of networking (DNS, DHCP, Active Directory) Also \xe2\x80\x9cnice to have\xe2\x80\x99s\xe2\x80\x9d: Technical knowledge of VMS and RDBMS Technical experience in an IT support capacity including knowledge of IT support Service Level Agreements (SLAs) Ability to problem-solve Good oral and written communication skills Teamwork, willingness to learn and to knowledge-share We offer A chance to participate in the development of one of the best ERP solutions in the world, Stable employment with an attractive salary, Various benefits such as: private medical care, Multisport, pre-paid lunch cards and many others, Sport and integration events, Working in a challenging international environment, we invest in your personal and professional growth, Enthusiastic colleagues who like to learn from each other. Please apply in English \xe2\x80\x93 why?  Unit4 is an international software company with business units all over the world. We cherish our cultural differences and celebrate our common values. English is the common language in our company and therefore we kindly ask you to submit your cv and cover letter in English.'
Backend;Software Engineer (Local RD);b'We are Unit4, a leading provider of enterprise applications empowering people in service organizations. We are on a mission, because we no longer accept the digital downgrade that people experience when they swap their personal devices for their work ones. We create business software that works the way people want, not the other way around.  Our Local R&D team in Wroclaw, poland is looking for a Software Engineer who will be responsible for delivering high quality code and contribute to the design and architectural decisions of the Unit4 software, mainly our ERP solution Teta. Do you want to be part of a scrum team and contribute to the quality of the user stories, focusing on the need for clean and maintainable software? Are you ready to work with colleagues across Europe and be exposed to different cultures? Join our team and apply now!  What you will do You define the software structure as required and ensures it complies with the architectural vision and the simplicity of design rules, You are in charge of writing unit tests and code for implementing the user stories, while following the test driven development methodology, You work from the scrum mindset and methodology: planning and grooming sessions during sprints, reviewing user stories and test cases, You are responsible for analyzing the root causes of defects in order to provide the most comprehensive fixes for every issue. You work with modern, cutting edge technologies like the most popular JavaScript framework Angular2 and TypeScript. Your approach  As a Software Engineer you are passionate about high quality software solutions and motivated to help customers with the best fitted business solution. You contribute with your creativity and new ideas to the Teta software\xc2\xb4s development and come up with new possibilities and improvements of the software. Due to your scrum mindset, you always help the team to determine the risks associated with an implementation.  We ask Previous programming experience in a corporate environment, Knowledge of object-oriented programming languages (C#, C++), .Net Framework, HTML5, CSS, SQL, ASP.NET (at least two of them) Knowledge of Angular2 will be an asset, as well as TypeScript, The ability to analyze problems and implement solutions for debugging, and willing to share your ideas to improve design\xc2\xb4s decisions, Knowledge of agile development methodologies, including Scrum and Test Driven Development, Experience in HR business solutions would be a plus, Good at interacting in English with your colleagues, both verbally and in writing. Polish native/bilingual speaker,   We offer A chance to participate in one of the best ERP solutions in Poland, Challenges and possibilities in an international environment, while enjoying the benefits of being based in Wroclaw, High level of flexibility and independence, Professional growth, (internal and external trainings), Possibility to work with matured, well known products as well as with fresh, modern and rapidly growing web applications, Chillout room, gaming room (Xbox, darts, etc) Social environment categorized by enthusiasm and integrity,'
Backend;Software Engineer with Java EE/Spring;"b""Position  Software Engineer with Java EE/Spring  Project Description The Credit Risk PB team delivers projects in the area of Private Banking units across the globe. The main project of the team is DANTE (Risk PB Data Integration Environment) - a high performance, distributed service oriented infrastructure for wide data provisioning. In 2015 DANTE won Global iCMG Enterprise, Business & IT Architecture Excellence Award in the category SOA Vision for Enterprise Services.  The main focus of the team for 2017 is to design and deliver Wealth Management & Corporates Loan Stress Testing Calculation Engine - the strategic infrastructure for PB lending business to produce stress test reports for internal and regulatory purposes in a timely fashion.  Responsibilities Key Responsibilities Software development based on given requirements according to quality standards agreed within the team Participating in the design activities Writing unit tests for created software Documenting the code and developed solutions Bug fixing and maintenance of created software Close cooperation with other Software Engineers, Solution Architects, Requirements Engineers, Project Manager and Test Engineers Performing review of the requirement specifications prepared by Requirement Engineers Supporting Test Engineers in all test activities  Skills Required 5 or more years of experience in software development with at least 2 years' experience using Java EE/Spring Experience in the design (optional) and implementation of multi-tier application platforms Good knowledge of JPA 2 and SQL (preferable Oracle SQL) Fluent written and spoken English Practical knowledge of UML and design tools (e.g. Enterprise Architect) Experience in development, roll-out and maintenance of complex applications In-depth knowledge of IntelliJ IDEA or Eclipse Practical experience working with JUnit and Subversion Experience working with RESTful and SOAP Web Services Knowledge of Apache Camel, JMS, XML, JAXB, CDI and Oracle Coherence Experience working with Maven, Jira, FishEye and Continuous Integration Strong communication skills and ability to deal effectively with people face to face and over the phone Experience working in international projects Experience working in banking or finance industry (especially in the credits domain) Knowledge of mocking frameworks (JMockit, Mockito, EasyMock) Knowledge of Weblogic server 9.x/10.x Experience working with web UI frameworks (Angular.js and JSF) Experience working within a matrix-managed environment"""
Backend;Sr Java Developer;"b""Are you passionate about building robust and scalable core Java server systems? Are you motivated to deliver real business value? We're looking for someone like that to: \xe2\x80\x93 analyze business requirements and design solutions \xe2\x80\x93 work as part of an onshore scrum development team \xe2\x80\x93 collaborate with other global IT teams \xe2\x80\x93 do level 3 support, assisting production operations team in rollout and support-related matters"""
Support;Windows Support Engineer (WinOS and Win apps troubleshooting;"b""Position  Windows Support Engineer (WinOS and Win apps troubleshooting  Project Description Do you want to define the way our infrastructure operates? We are looking for experienced and motivated engineer, with in-depth knowledge of Windows Operating System complemented by troubleshooting skills, who can work autonomously on assigned tasks and can help us: Responsibilities Understand and analyze mission-critical business and core applications, and how they function and interact in today's complex virtualized IT environment Understand end to end complex applications used by large financial organizations and the performance impact on the virtual windows operating environment To serve as the gate keepers for critical applications that are being packaged for deployment into the virtualized windows platform Conduct comprehensive analysis/troubleshooting of Windows base applications in effort to assess its efficiency in utilizing Operating System resources. Interpret test results and identify root cause of discovered issues. Cooperating with application developers, vendors during applications performance troubleshooting.  Skills Required MANDATORY: Experienced in advanced troubleshooting of Windows OS and Windows based applications. Familiar with Windows OS performance counters in reference to Memory, CPU, DISK, Threads, Handles etc. Technical ability to troubleshoot desktop incidents specifically tied to performance impacting applications. Excellent oral and written communication skills. NICE TO HAVE: Working knowledge of following tools: Perfmon, Sysinternals Suite (Process Monitor, Process Explorer), Windows Performance Analyzer/xPerf. Proven experience with Windows OS performance testing \xe2\x80\x93 this refers to ability to: o Analyze OS resources utilization by tested product o Assess product responsiveness as it is seen from End User perspective) o Familiarity with Splunk, SysTrack, AppDynamics, DynaTrace or Fiddler is a strong plus. Experience in scripting languages (eg. Powershell, Python, Perl, Shell Scripting). Experience and understanding in MSI, AppV and Citrix. Experienced with the automation of application testing (eg. Login VSI, AppsWatch, HP Load Runner, or similar). Experienced on all phases of Quality Assurance (system Integration Testing, end to end UAT, operational readiness testing, etc) across multiple phases of a large, enterprise program with a virtual desktop Experience in developing end to end Performance Test Plans and port analysis reports including design documents, testing overview, OS level analysis, etc. BS or higher in Computer Science, Engineering, or similar preferred."""
Backend;Sr. Java Developer;b'Do you have a knack for technology? Are you at your best when driving technical solutions?  We\xe2\x80\x99re looking for someone like you who can: \xe2\x80\x93 describe, define, drive and deliver specific technical solution aimed at bringing new products and capabilities aligned with business and product strategies. \xe2\x80\x93 work on challenging operational issues and to help customers build the next generation of web applications. \xe2\x80\x93 lead and deliver on the next generation implementation of digital solutions for clients and advisors'
Frontend;Senior Frontend/UI Developer;b'Position  Senior Frontend/UI Developer  Project Description Develop approach architecture/tech design/framework for rewriting platform (applications aggregator) using modern tech stack. Develop reusable components, services and build plan for step-by-step replacing existing platform without impact for applications in production  Responsibilities Responsible for the analysis, design and implementation of UI part of application  Skills Required Experienced in one of following frameworks: Ext JS, Angular JS, ReactJS Strong knowledge of HTML, CSS, and Javascript Readiness to take ownership and responsibility for a major aspect of product functionality from front-end development through to the user interface'
